,Title
2540,Black Mask (Hak hap) (1996)
2541,Edge of Seventeen (1998)
2542,Endurance (1999)
2543,Star Wars: Episode I - The Phantom Menace (1999)
2544,"Love Letter, The (1999)"
2545,Besieged (a.k.a. L' Assedio) (1998)
2546,Frogs for Snakes (1998)
2547,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)"
2548,"Mummy, The (1932)"
2549,"Mummy, The (1959)"
2550,"Mummy's Curse, The (1944)"
2551,"Mummy's Ghost, The (1944)"
2552,"Mummy's Hand, The (1940)"
2553,"Mummy's Tomb, The (1942)"
2554,Mommie Dearest (1981)
2555,Superman (1978)
2556,Superman II (1980)
2557,Superman III (1983)
2558,Superman IV: The Quest for Peace (1987)
2559,Dracula (1931)
2560,House of Dracula (1945)
2561,House of Frankenstein (1944)
2562,Frankenstein (1931)
2563,Son of Frankenstein (1939)
2564,"Ghost of Frankenstein, The (1942)"
2565,Frankenstein Meets the Wolf Man (1943)
2566,"Curse of Frankenstein, The (1957)"
2567,Son of Dracula (1943)
2568,"Wolf Man, The (1941)"
2569,Howling II: Your Sister Is a Werewolf (1985)
2570,Tarantula (1955)
2571,"Rocky Horror Picture Show, The (1975)"
2572,"Flying Saucer, The (1950)"
2573,It Came from Hollywood (1982)
2574,"Thing from Another World, The (1951)"
2575,It Came from Outer Space (1953)
2576,"War of the Worlds, The (1953)"
2577,It Came from Beneath the Sea (1955)
2578,Invasion of the Body Snatchers (1956)
2579,Earth vs. the Flying Saucers (1956)
2580,It Conquered the World (1956)
2581,"Mole People, The (1956)"
2582,Swamp Thing (1982)
2583,Pork Chop Hill (1959)
2584,Run Silent Run Deep (1958)
2585,Notting Hill (1999)
2586,"Thirteenth Floor, The (1999)"
2587,Eternity and a Day (Mia aoniotita kai mia mera) (1998)
2588,"Loss of Sexual Innocence, The (1999)"
2589,"Twice Upon a Yesterday (a.k.a. Man with Rain in His Shoes, The) (1998)"
2590,Instinct (1999)
2591,Buena Vista Social Club (1999)
2592,Desert Blue (1999)
2593,Finding North (1998)
2594,Floating (1997)
2595,Free Enterprise (1998)
2596,Limbo (1999)
2597,Austin Powers: The Spy Who Shagged Me (1999)
2598,Promise Her Anything (1999)
2599,"Red Dwarf, The (Nain rouge, Le) (1998)"
2600,"Red Violin, The (Violon rouge, Le) (1998)"
2601,Tarzan (1999)
2602,"General's Daughter, The (1999)"
2603,Get Bruce (1999)
2604,"Ideal Husband, An (1999)"
2605,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)"
2606,Run Lola Run (Lola rennt) (1998)
2607,Trekkies (1997)
2608,Big Daddy (1999)
2609,"Boys, The (1998)"
2610,"Dinner Game, The (Dîner de cons, Le) (1998)"
2611,My Son the Fanatic (1997)
2612,Zone 39 (1997)
2613,Arachnophobia (1990)
2614,"South Park: Bigger, Longer and Uncut (1999)"
2615,Wild Wild West (1999)
2616,Summer of Sam (1999)
2617,Broken Vessels (1998)
2618,"Lovers on the Bridge, The (Amants du Pont-Neuf, Les) (1991)"
2619,"Late August, Early September (Fin août, début septembre) (1998)"
2620,American Pie (1999)
2621,Arlington Road (1999)
2622,"Autumn Tale, An (Conte d'automne) (1998)"
2623,Muppets From Space (1999)
2624,"Blair Witch Project, The (1999)"
2625,My Life So Far (1999)
2626,Eyes Wide Shut (1999)
2627,Lake Placid (1999)
2628,"Wood, The (1999)"
2629,"Velocity of Gary, The (1998)"
2630,Ghostbusters (a.k.a. Ghost Busters) (1984)
2631,Ghostbusters II (1989)
2632,Drop Dead Gorgeous (1999)
2633,"Haunting, The (1999)"
2634,Inspector Gadget (1999)
2635,Trick (1999)
2636,Deep Blue Sea (1999)
2637,Mystery Men (1999)
2638,Runaway Bride (1999)
2639,Twin Falls Idaho (1999)
2640,"Killing, The (1956)"
2641,Killer's Kiss (1955)
2642,Spartacus (1960)
2643,Lolita (1962)
2644,Barry Lyndon (1975)
2645,"400 Blows, The (Les quatre cents coups) (1959)"
2646,Jules and Jim (Jules et Jim) (1961)
2647,Vibes (1988)
2648,"Mosquito Coast, The (1986)"
2649,"Golden Child, The (1986)"
2650,Brighton Beach Memoirs (1986)
2651,Assassination (1987)
2652,Crimes of the Heart (1986)
2653,"Color Purple, The (1985)"
2654,"Kindred, The (1986)"
2655,No Mercy (1986)
2656,Ménage (Tenue de soirée) (1986)
2657,Native Son (1986)
2658,Otello (1986)
2659,"Mission, The (1986)"
2660,Little Shop of Horrors (1986)
2661,"Little Shop of Horrors, The (1960)"
2662,Allan Quatermain and the Lost City of Gold (1987)
2663,"Morning After, The (1986)"
2664,Radio Days (1987)
2665,From the Hip (1987)
2666,Outrageous Fortune (1987)
2667,"Bedroom Window, The (1987)"
2668,Deadtime Stories (1987)
2669,Light of Day (1987)
2670,Wanted: Dead or Alive (1987)
2671,Frances (1982)
2672,Plenty (1985)
2673,Dick (1999)
2674,"Gambler, The (Játékos, A) (1997)"
2675,"Iron Giant, The (1999)"
2676,"Sixth Sense, The (1999)"
2677,"Thomas Crown Affair, The (1999)"
2678,"Thomas Crown Affair, The (1968)"
2679,"Acid House, The (1998)"
2680,"Adventures of Sebastian Cole, The (1998)"
2681,Illuminata (1998)
2682,Stiff Upper Lips (1998)
2683,"Yards, The (2000)"
2684,Bowfinger (1999)
2685,Brokedown Palace (1999)
2686,Detroit Rock City (1999)
2687,Alice and Martin (Alice et Martin) (1998)
2688,Better Than Chocolate (1999)
2689,Head On (1998)
2690,"Marcello Mastroianni: I Remember Yes, I Remember (Marcello Mastroianni: mi ricordo, sì, io mi ricordo) (1997)"
2691,Cobra (1925)
2692,Never Talk to Strangers (1995)
2693,Heaven Can Wait (1978)
2694,"Raven, The (1963)"
2695,"Tingler, The (1959)"
2696,"Pit and the Pendulum, The (1961)"
2697,"Tomb of Ligeia, The (1965)"
2698,"Masque of the Red Death, The (1964)"
2699,Tales of Terror (1962)
2700,Haunted Honeymoon (1986)
2701,Cat's Eye (1985)
2702,Monty Python's And Now for Something Completely Different (1971)
2703,Damien: Omen II (1978)
2704,"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)"
2705,Airplane! (1980)
2706,Airplane II: The Sequel (1982)
2707,"American Werewolf in Paris, An (1997)"
2708,European Vacation (aka National Lampoon's European Vacation) (1985)
2709,National Lampoon's Vacation (1983)
2710,Funny Farm (1988)
2711,Big (1988)
2712,Problem Child (1990)
2713,Problem Child 2 (1991)
2714,Little Nemo: Adventures in Slumberland (1992)
2715,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997)
2716,Tequila Sunrise (1988)
2717,"Pelican Brief, The (1993)"
2718,"Christmas Story, A (1983)"
2719,Mickey Blue Eyes (1999)
2720,Teaching Mrs. Tingle (1999)
2721,Universal Soldier: The Return (1999)
2722,Universal Soldier (1992)
2723,Love Stinks (1999)
2724,Perfect Blue (1997)
2725,With Friends Like These... (1998)
2726,In Too Deep (1999)
2727,"Source, The (1999)"
2728,"Bat, The (1959)"
2729,Iron Eagle (1986)
2730,Iron Eagle II (1988)
2731,Aces: Iron Eagle III (1992)
2732,Iron Eagle IV (1995)
2733,Three Days of the Condor (3 Days of the Condor) (1975)
2734,Hamlet (1964)
2735,Male and Female (1919)
2736,Medicine Man (1992)
2737,"Spiders Part 1: The Golden Lake, The (Die Spinnen, 1. Teil: Der Goldene See) (1919)"
2738,On the Ropes (1999)
2739,Rosie (1998)
2740,"13th Warrior, The (1999)"
2741,"Astronaut's Wife, The (1999)"
2742,Dudley Do-Right (1999)
2743,"Muse, The (1999)"
2744,Cabaret Balkan (Bure Baruta) (1998)
2745,"Dog of Flanders, A (1999)"
2746,"Lost Son, The (1999)"
2747,Lucie Aubrac (1997)
2748,"Very Thought of You, The (1998)"
2749,Chill Factor (1999)
2750,Outside Providence (1999)
2751,Bedrooms & Hallways (1998)
2752,I Woke Up Early the Day I Died (1998)
2753,West Beirut (West Beyrouth) (1998)
2754,Stigmata (1999)
2755,Stir of Echoes (1999)
2756,Best Laid Plans (1999)
2757,"Black Cat, White Cat (Crna macka, beli macor) (1998)"
2758,"Minus Man, The (1999)"
2759,Whiteboyz (1999)
2760,"Adventures of Milo and Otis, The (Koneko monogatari) (1986)"
2761,Only Angels Have Wings (1939)
2762,"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)"
2763,Queens Logic (1991)
2764,Public Access (1993)
2765,Saturn 3 (1980)
2766,"Soldier's Story, A (1984)"
2767,"Alice, Sweet Alice (a.k.a. Communion) (a.k.a. Holy Terror) (1976)"
2768,Don't Look in the Basement! (1973)
2769,Nightmares (1983)
2770,I Saw What You Did (1965)
2771,Yellow Submarine (1968)
2772,American Beauty (1999)
2773,Stop Making Sense (1984)
2774,Blue Streak (1999)
2775,For Love of the Game (1999)
2776,Caligula (1979)
2777,"Hard Day's Night, A (1964)"
2778,Splendor (1999)
2779,Sugar Town (1999)
2780,"Buddy Holly Story, The (1978)"
2781,Fright Night (1985)
2782,Fright Night Part II (1988)
2783,"Separation, The (Séparation, La) (1994)"
2784,Barefoot in the Park (1967)
2785,Deliverance (1972)
2786,Excalibur (1981)
2787,Lulu on the Bridge (1998)
2788,"Pajama Game, The (1957)"
2789,Sommersby (1993)
2790,Thumbelina (1994)
2791,Tommy (1975)
2792,Hell Night (1981)
2793,Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991)
2794,Armour of God (Long xiong hu di) (1987)
2795,Double Jeopardy (1999)
2796,Jakob the Liar (1999)
2797,Mumford (1999)
2798,Dog Park (1998)
2799,Guinevere (1999)
2800,"Adventures of Elmo in Grouchland, The (1999)"
2801,Simon Sez (1999)
2802,Drive Me Crazy (1999)
2803,"Mystery, Alaska (1999)"
2804,Three Kings (1999)
2805,"Happy, Texas (1999)"
2806,New Rose Hotel (1998)
2807,Plunkett & MaCleane (1999)
2808,Romance (1999)
2809,Napoleon and Samantha (1972)
2810,Alvarez Kelly (1966)
2811,And the Ship Sails On (E la nave va) (1983)
2812,"Dark Half, The (1993)"
2813,Gulliver's Travels (1939)
2814,Monkey Shines (1988)
2815,Phantasm (1979)
2816,Psycho II (1983)
2817,Psycho III (1986)
2818,Rain (1932)
2819,Sanjuro (Tsubaki Sanjûrô) (1962)
2820,Random Hearts (1999)
2821,Superstar (1999)
2822,Boys Don't Cry (1999)
2823,"Five Wives, Three Secretaries and Me (1998)"
2824,"Ennui, L' (1998)"
2825,"Grandfather, The (Abuelo, El) (1998)"
2826,"Limey, The (1999)"
2827,"Mating Habits of the Earthbound Human, The (1999)"
2828,Molly (1999)
2829,Risky Business (1983)
2830,Total Recall (1990)
2831,Body Heat (1981)
2832,Ferris Bueller's Day Off (1986)
2833,"Year of Living Dangerously, The (1982)"
2834,Children of Paradise (Les enfants du paradis) (1945)
2835,High Plains Drifter (1973)
2836,Hang 'Em High (1968)
2837,Handle with Care (a.k.a. Citizen's Band) (1977)
2838,Drunken Master (Jui kuen) (1978)
2839,"Conformist, The (Conformista, Il) (1970)"
2840,Hairspray (1988)
2841,Brief Encounter (1946)
2842,"Razor's Edge, The (1984)"
2843,Reds (1981)
2844,Return with Honor (1998)
2845,Time of the Gypsies (Dom za vesanje) (1989)
2846,Days of Heaven (1978)
2847,"Fire Within, The (Feu follet, Le) (1963)"
2848,"Amor brujo, El (Love Bewitched, A) (1986)"
2849,"Lady Eve, The (1941)"
2850,Sullivan's Travels (1941)
2851,"Palm Beach Story, The (1942)"
2852,Man Facing Southeast (Hombre mirando al sudeste) (1986)
2853,Niagara (1953)
2854,Gilda (1946)
2855,South Pacific (1958)
2856,Flashdance (1983)
2857,Indochine (1992)
2858,"Dirty Dozen, The (1967)"
2859,Mike's Murder (1984)
2860,Help! (1965)
2861,Goldfinger (1964)
2862,From Russia with Love (1963)
2863,Dr. No (1962)
2864,"Blue Lagoon, The (1980)"
2865,"Fistful of Dollars, A (Per un pugno di dollari) (1964)"
2866,Sydney (Hard Eight) (1996)
2867,Home Alone 2: Lost in New York (1992)
2868,Penitentiary (1979)
2869,Penitentiary II (1982)
2870,Someone to Watch Over Me (1987)
2871,Sparrows (1926)
2872,Naturally Native (1998)
2873,Fight Club (1999)
2874,Beefcake (1999)
2875,"Story of Us, The (1999)"
2876,Fever Pitch (1997)
2877,Joe the King (1999)
2878,Julien Donkey-Boy (1999)
2879,"Omega Code, The (1999)"
2880,"Straight Story, The (1999)"
2881,"Bad Seed, The (1956)"
2882,Time Bandits (1981)
2883,"Man and a Woman, A (Un homme et une femme) (1966)"
2884,Fitzcarraldo (1982)
2885,All That Jazz (1979)
2886,Red Sorghum (Hong gao liang) (1987)
2887,Crimes and Misdemeanors (1989)
2888,Bats (1999)
2889,"Best Man, The (1999)"
2890,Bringing Out the Dead (1999)
2891,Crazy in Alabama (1999)
2892,Three to Tango (1999)
2893,Body Shots (1999)
2894,Men Cry Bullets (1997)
2895,"Brother, Can You Spare a Dime? (1975)"
2896,"Guardian, The (1990)"
2897,"Ipcress File, The (1965)"
2898,On Any Sunday (1971)
2899,RoboCop (1987)
2900,RoboCop 2 (1990)
2901,Who Framed Roger Rabbit? (1988)
2902,Melvin and Howard (1980)
2903,For Your Eyes Only (1981)
2904,Licence to Kill (1989)
2905,Live and Let Die (1973)
2906,Rawhead Rex (1986)
2907,Thunderball (1965)
2908,"City, The (Ciudad, La) (1998)"
2909,House on Haunted Hill (1999)
2910,Music of the Heart (1999)
2911,Being John Malkovich (1999)
2912,Dreaming of Joseph Lees (1999)
2913,Man of the Century (1999)
2914,Princess Mononoke (Mononoke-hime) (1997)
2915,"Suburbans, The (1999)"
2916,My Best Fiend (Mein liebster Feind) (1999)
2917,Train of Life (Train de vie) (1998)
2918,"Bachelor, The (1999)"
2919,"Bone Collector, The (1999)"
2920,"Insider, The (1999)"
2921,American Movie (1999)
2922,Last Night (1998)
2923,Portraits Chinois (1996)
2924,Rosetta (1999)
2925,"They Shoot Horses, Don't They? (1969)"
2926,Battling Butler (1926)
2927,Bride of Re-Animator (1990)
2928,Bustin' Loose (1981)
2929,Coma (1978)
2930,Creepshow (1982)
2931,Creepshow 2 (1987)
2932,Re-Animator (1985)
2933,Drugstore Cowboy (1989)
2934,Falling Down (1993)
2935,"Funhouse, The (1981)"
2936,"General, The (1926)"
2937,My Best Girl (1927)
2938,Piranha (1978)
2939,Rough Night in Jericho (1967)
2940,Slaughterhouse (1987)
2941,"Taming of the Shrew, The (1967)"
2942,Nighthawks (1981)
2943,Yojimbo (1961)
2944,Repossessed (1990)
2945,"Omega Man, The (1971)"
2946,Spaceballs (1987)
2947,Robin Hood (1973)
2948,Mister Roberts (1955)
2949,"Quest for Fire (Guerre du feu, La) (1981)"
2950,Little Big Man (1970)
2951,"Face in the Crowd, A (1957)"
2952,Trading Places (1983)
2953,Meatballs (1979)
2954,Meatballs Part II (1984)
2955,Meatballs III (1987)
2956,Meatballs 4 (1992)
2957,Dead Again (1991)
2958,Peter's Friends (1992)
2959,"Incredibly True Adventure of Two Girls in Love, The (1995)"
2960,Experience Preferred... But Not Essential (1982)
2961,Under the Rainbow (1981)
2962,How I Won the War (1967)
2963,Light It Up (1999)
2964,Anywhere But Here (1999)
2965,Dogma (1999)
2966,"Messenger: The Story of Joan of Arc, The (1999)"
2967,Pokémon: The First Movie (1998)
2968,Felicia's Journey (1999)
2969,Oxygen (1999)
2970,Where's Marlowe? (1998)
2971,"Ape, The (1940)"
2972,British Intelligence (1940)
2973,"Commitments, The (1991)"
2974,Holiday Inn (1942)
2975,"Longest Day, The (1962)"
2976,Poison Ivy (1992)
2977,Poison Ivy: New Seduction (1997)
2978,Nothing to Lose (a.k.a. Ten Benny) (1996)
2979,Tora! Tora! Tora! (1970)
2980,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988)
2981,"Verdict, The (1982)"
2982,"Effect of Gamma Rays on Man-in-the-Moon Marigolds, The (1972)"
2983,"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)"
2984,Stand and Deliver (1988)
2985,Moonstruck (1987)
2986,"Sandpiper, The (1965)"
2987,Jeremiah Johnson (1972)
2988,Repulsion (1965)
2989,Irma la Douce (1963)
2990,42 Up (1998)
2991,Liberty Heights (1999)
2992,Mansfield Park (1999)
2993,"Goodbye, 20th Century (1998)"
2994,Sleepy Hollow (1999)
2995,"World Is Not Enough, The (1999)"
2996,All About My Mother (Todo sobre mi madre) (1999)
2997,Home Page (1999)
2998,"Living Dead Girl, The (Morte Vivante, La) (1982)"
2999,March of the Wooden Soldiers (a.k.a. Babes in Toyland) (1934)
3000,Scrooged (1988)
3001,Harvey (1950)
3002,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948)
3003,Matewan (1987)
3004,Kagemusha (1980)
3005,"47 Samurai (Chûshingura) (Loyal 47 Ronin, The) (1962)"
3006,McCabe & Mrs. Miller (1971)
3007,Maurice (1987)
3008,"Grapes of Wrath, The (1940)"
3009,My Man Godfrey (1957)
3010,"Shop Around the Corner, The (1940)"
3011,"Natural, The (1984)"
3012,Shampoo (1975)
3013,"River Runs Through It, A (1992)"
3014,Fatal Attraction (1987)
3015,Jagged Edge (1985)
3016,Stanley & Iris (1990)
3017,Midnight Run (1988)
3018,Awakenings (1990)
3019,Come See the Paradise (1990)
3020,Backdraft (1991)
3021,"Fisher King, The (1991)"
3022,"River, The (1984)"
3023,Country (1984)
3024,Places in the Heart (1984)
3025,'night Mother (1986)
3026,End of Days (1999)
3027,Toy Story 2 (1999)
3028,Flawless (1999)
3029,Miss Julie (1999)
3030,Ride with the Devil (1999)
3031,Tumbleweeds (1999)
3032,Bay of Blood (a.k.a. Twitch of the Death Nerve) (Reazione a catena) (1971)
3033,"Distinguished Gentleman, The (1992)"
3034,"Hitch-Hiker, The (1953)"
3035,Santa Fe Trail (1940)
3036,Lauderdale (a.k.a. Spring Break USA) (a.k.a. Spring Fever USA) (1989)
3037,Agnes Browne (1999)
3038,"End of the Affair, The (1999)"
3039,"End of the Affair, The (1955)"
3040,Holy Smoke (1999)
3041,"Map of the World, A (1999)"
3042,Sweet and Lowdown (1999)
3043,Bonfire of the Vanities (1990)
3044,Broadway Damage (1997)
3045,Daddy Long Legs (1919)
3046,Go West (1925)
3047,Grand Illusion (La grande illusion) (1937)
3048,"Great Santini, The (1979)"
3049,"James Dean Story, The (1957)"
3050,"Sea Wolves, The (1980)"
3051,Stealing Home (1988)
3052,Tarzan the Fearless (1933)
3053,Three Ages (1923)
3054,"Two Jakes, The (1990)"
3055,U2: Rattle and Hum (1988)
3056,Hell in the Pacific (1968)
3057,"Glass Bottom Boat, The (1966)"
3058,Cradle Will Rock (1999)
3059,Deuce Bigalow: Male Gigolo (1999)
3060,"Green Mile, The (1999)"
3061,"Cider House Rules, The (1999)"
3062,Diamonds (1999)
3063,"War Zone, The (1999)"
3064,"Bat Whispers, The (1930)"
3065,"Last Picture Show, The (1971)"
3066,"7th Voyage of Sinbad, The (1958)"
3067,Blood on the Sun (1945)
3068,Anna and the King (1999)
3069,Bicentennial Man (1999)
3070,Stuart Little (1999)
3071,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)"
3072,Fantasia 2000 (1999)
3073,Magnolia (1999)
3074,Onegin (1999)
3075,Simpatico (1999)
3076,Topsy-Turvy (1999)
3077,"Alley Cats, The (1966)"
3078,Boiling Point (1993)
3079,Brenda Starr (1989)
3080,Carnal Knowledge (1971)
3081,Easy Rider (1969)
3082,"Falcon and the Snowman, The (1985)"
3083,Hi-Yo Silver (1940)
3084,Room at the Top (1959)
3085,Ulysses (Ulisse) (1954)
3086,Any Given Sunday (1999)
3087,Man on the Moon (1999)
3088,Galaxy Quest (1999)
3089,"Talented Mr. Ripley, The (1999)"
3090,Next Friday (2000)
3091,"Hurricane, The (1999)"
3092,Angela's Ashes (1999)
3093,Play it to the Bone (1999)
3094,Titus (1999)
3095,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)"
3096,"Third Miracle, The (1999)"
3097,Montana (1998)
3098,Snow Falling on Cedars (1999)
3099,"Girl, Interrupted (1999)"
3100,Trans (1998)
3101,"Life and Times of Hank Greenberg, The (1998)"
3102,My Dog Skip (1999)
3103,Supernova (2000)
3104,"Quarry, The (1998)"
3105,"Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998)"
3106,Creature (1999)
3107,"Way We Were, The (1973)"
3108,Tess of the Storm Country (1922)
3109,Stalag 17 (1953)
3110,"Presidio, The (1988)"
3111,Papillon (1973)
3112,Pal Joey (1957)
3113,"Last Detail, The (1973)"
3114,Five Easy Pieces (1970)
3115,Even Dwarfs Started Small (Auch Zwerge haben klein angefangen) (1971)
3116,Dead Calm (1989)
3117,"Boys from Brazil, The (1978)"
3118,Black Sunday (La maschera del demonio) (1960)
3119,Against All Odds (1984)
3120,"Snows of Kilimanjaro, The (1952)"
3121,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993)
3122,"Loves of Carmen, The (1948)"
3123,Fast Times at Ridgemont High (1982)
3124,"Cry in the Dark, A (1988)"
3125,Born to Win (1971)
3126,Batman: Mask of the Phantasm (1993)
3127,American Flyers (1985)
3128,Voyage of the Damned (1976)
3129,"Vampyros Lesbos (Vampiras, Las) (1971)"
3130,"Star Is Born, A (1937)"
3131,Poison (1991)
3132,Pacific Heights (1990)
3133,Night Tide (1961)
3134,"Draughtsman's Contract, The (1982)"
3135,Carmen (1984)
3136,"Zed & Two Noughts, A (1985)"
3137,Woman in the Dunes (Suna no onna) (1964)
3138,Down to You (2000)
3139,Hellhounds on My Trail (1999)
3140,"Not Love, Just Frenzy (Más que amor, frenesí) (1996)"
3141,Wirey Spindell (2000)
3142,Another Man's Poison (1952)
3143,"Odessa File, The (1974)"
3144,"Saphead, The (1920)"
3145,Seven Chances (1925)
3146,Smashing Time (1967)
3147,Train Ride to Hollywood (1975)
3148,Where the Buffalo Roam (1980)
