,Title,item_ids
15062876,"Prince of Egypt, The (1998)",2394
15063536,Rushmore (1998),2395
15065314,Shakespeare in Love (1998),2396
15066229,Mass Appeal (1984),2397
15072940,Miracle on 34th Street (1947),2398
15073303,Santa Claus: The Movie (1985),2399
15076075,Prancer (1989),2400
15077037,Pale Rider (1985),2401
15079250,Rambo: First Blood Part II (1985),2402
15079660,First Blood (Rambo: First Blood) (1982),2403
15083522,Rambo III (1988),2404
15083887,"Jewel of the Nile, The (1985)",2405
15085444,Romancing the Stone (1984),2406
15088239,Cocoon (1985),2407
15094943,Cocoon: The Return (1988),2408
15095903,Rocky II (1979),2409
15100896,Rocky III (1982),2410
15104303,Rocky IV (1985),2411
15107316,Rocky V (1990),2412
15110674,Clue (1985),2413
15114298,Young Sherlock Holmes (1985),2414
15119879,Violets Are Blue... (1986),2415
15126251,Back to School (1986),2416
15128843,Heartburn (1986),2417
15135408,Nothing in Common (1986),2418
15138602,Extremities (1986),2419
15141251,"Karate Kid, The (1984)",2420
15144858,"Karate Kid, Part II, The (1986)",2421
15145206,"Karate Kid, Part III, The (1989)",2422
15149620,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),2423
15154385,You've Got Mail (1998),2424
15155761,"General, The (1998)",2425
15160936,"Theory of Flight, The (1998)",2426
15162507,"Thin Red Line, The (1998)",2427
15164905,"Faculty, The (1998)",2428
15169479,Mighty Joe Young (1998),2429
15172345,Mighty Joe Young (1949),2430
15173425,Patch Adams (1998),2431
15174193,Stepmom (1998),2432
15175616,"Civil Action, A (1998)",2433
15177167,Down in the Delta (1998),2434
15178637,Hurlyburly (1998),2435
15181663,Tea with Mussolini (1999),2436
15184941,Wilde (1997),2437
15187127,Outside Ozona (1998),2438
15188658,Affliction (1997),2439
15192583,Another Day in Paradise (1998),2440
15198417,"Hi-Lo Country, The (1998)",2441
15200517,Hilary and Jackie (1998),2442
15202980,Playing by Heart (1998),2443
15203416,24 7: Twenty Four Seven (1997),2444
15207362,At First Sight (1999),2445
15207548,In Dreams (1999),2446
15209527,Varsity Blues (1999),2447
15214855,Virus (1999),2448
15221016,"Garbage Pail Kids Movie, The (1987)",2449
15223930,Howard the Duck (1986),2450
15230516,"Gate, The (1987)",2451
15235425,"Gate II: Trespassers, The (1990)",2452
15236919,"Boy Who Could Fly, The (1986)",2453
15237911,"Fly, The (1958)",2454
15239344,"Fly, The (1986)",2455
15240538,"Fly II, The (1989)",2456
15243125,Running Scared (1986),2457
15244401,Armed and Dangerous (1986),2458
15244724,"Texas Chainsaw Massacre, The (1974)",2459
15248656,"Texas Chainsaw Massacre 2, The (1986)",2460
15250626,Leatherface: Texas Chainsaw Massacre III (1990),2461
15251386,Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre) (1994),2462
15251513,Ruthless People (1986),2463
15252949,Trick or Treat (1986),2464
15253872,Deadly Friend (1986),2465
15254644,Belizaire the Cajun (1986),2466
15258646,"Name of the Rose, The (Name der Rose, Der) (1986)",2467
15262521,Jumpin' Jack Flash (1986),2468
15264842,Peggy Sue Got Married (1986),2469
15265617,Crocodile Dundee (1986),2470
15266426,Crocodile Dundee II (1988),2471
15267578,Tough Guys (1986),2472
15267786,Soul Man (1986),2473
15267835,"Color of Money, The (1986)",2474
15267997,52 Pick-Up (1986),2475
15268761,Heartbreak Ridge (1986),2476
15269329,Firewalker (1986),2477
15270897,¡Three Amigos! (1986),2478
15271213,Gloria (1999),2479
15271430,Dry Cleaning (Nettoyage à sec) (1997),2480
15271712,My Name Is Joe (1998),2481
15272064,Still Crazy (1998),2482
15272622,"Day of the Beast, The (Día de la Bestia, El) (1995)",2483
15274452,Tinseltown (1997),2484
15275317,She's All That (1999),2485
15275905,"24 Hour Woman, The (1998)",2486
15277051,"Blood, Guts, Bullets and Octane (1998)",2487
15277447,Peeping Tom (1960),2488
15277994,Spanish Fly (1998),2489
15279166,Payback (1999),2490
15279249,Simply Irresistible (1999),2491
15284961,20 Dates (1998),2492
15285466,"Harmonists, The (1997)",2493
15289875,"Last Days, The (1998)",2494
15295291,"Fantastic Planet, The (Planète sauvage, La) (1973)",2495
15295929,Blast from the Past (1999),2496
15296599,Message in a Bottle (1999),2497
15304917,My Favorite Martian (1999),2498
15305034,God Said 'Ha!' (1998),2499
15305658,Jawbreaker (1999),2500
15311880,October Sky (1999),2501
15320295,Office Space (1999),2502
15325714,"Apple, The (Sib) (1998)",2503
15332737,200 Cigarettes (1999),2504
15337611,8MM (1999),2505
15346770,"Other Sister, The (1999)",2506
15355237,Breakfast of Champions (1999),2507
15362769,"Breaks, The (1999)",2508
15363077,Eight Days a Week (1997),2509
15363295,Just the Ticket (1999),2510
15363315,"Long Goodbye, The (1973)",2511
15365438,"Ballad of Narayama, The (Narayama bushiko) (1983)",2512
15365533,Pet Sematary (1989),2513
15365692,Pet Sematary II (1992),2514
15369264,Children of the Corn II: The Final Sacrifice (1993),2515
15370334,Children of the Corn III (1994),2516
15370369,Christine (1983),2517
15370998,Night Shift (1982),2518
15378462,House on Haunted Hill (1959),2519
15385621,Airport (1970),2520
15387421,Airport 1975 (1974),2521
15387541,Airport '77 (1977),2522
15387670,Rollercoaster (1977),2523
15388563,"Towering Inferno, The (1974)",2524
15391541,Alligator (1980),2525
15392301,Meteor (1979),2526
15393322,Westworld (1973),2527
15394929,Logan's Run (1976),2528
15397543,Planet of the Apes (1968),2529
15398019,Beneath the Planet of the Apes (1970),2530
15398640,Battle for the Planet of the Apes (1973),2531
15399321,Conquest of the Planet of the Apes (1972),2532
15400599,Escape from the Planet of the Apes (1971),2533
15401248,Avalanche (1978),2534
15401289,Earthquake (1974),2535
15402371,"Concorde: Airport '79, The (1979)",2536
15402680,Beyond the Poseidon Adventure (1979),2537
15402906,Dancemaker (1998),2538
15405048,Analyze This (1999),2539
15409565,"Corruptor, The (1999)",2540
15410905,Cruel Intentions (1999),2541
15413243,"Lock, Stock & Two Smoking Barrels (1998)",2542
15413297,Six Ways to Sunday (1997),2543
15417878,"School of Flesh, The (École de la chair, L') (1998)",2544
15429529,Relax... It's Just Sex (1998),2545
15429945,"Deep End of the Ocean, The (1999)",2546
15431196,Harvest (1998),2547
15431571,"Rage: Carrie 2, The (1999)",2548
15432828,Wing Commander (1999),2549
15432926,"Haunting, The (1963)",2550
15440022,Dead Ringers (1988),2551
15440797,My Boyfriend's Back (1993),2552
15441399,Village of the Damned (1960),2553
15442035,Children of the Damned (1963),2554
15444948,Baby Geniuses (1999),2555
15446649,Telling You (1998),2556
15447159,I Stand Alone (Seul contre tous) (1998),2557
15448128,Forces of Nature (1999),2558
15448554,"King and I, The (1999)",2559
15448889,Ravenous (1999),2560
15449791,True Crime (1999),2561
15454981,Bandits (1997),2562
15456356,Dangerous Beauty (1998),2563
15459685,"Empty Mirror, The (1996)",2564
15460783,"King and I, The (1956)",2565
15461800,Doug's 1st Movie (1999),2566
15462658,EDtv (1999),2567
15463293,"Mod Squad, The (1999)",2568
15463803,Among Giants (1998),2569
15463906,"Walk on the Moon, A (1999)",2570
15464111,"Matrix, The (1999)",2571
15464515,10 Things I Hate About You (1999),2572
15465223,Tango (1998),2573
15472882,"Out-of-Towners, The (1999)",2574
15473153,"Dreamlife of Angels, The (Vie rêvée des anges, La) (1998)",2575
15473310,"Love, etc. (1996)",2576
15476534,Metroland (1997),2577
15479468,"Sticky Fingers of Time, The (1997)",2578
15482576,Following (1998),2579
15483983,Go (1999),2580
15484486,Never Been Kissed (1999),2581
15484687,Twin Dragons (Shuang long hui) (1992),2582
15485572,Cookie's Fortune (1999),2583
15486009,Foolish (1999),2584
15486496,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)",2585
15489149,Goodbye Lover (1999),2586
15491182,Life (1999),2587
15491689,Cloudland (1998),2588
15494211,Friends & Lovers (1999),2589
15496161,Hideous Kinky (1998),2590
15497494,Jeanne and the Perfect Guy (Jeanne et le garçon formidable) (1998),2591
15498081,"Joyriders, The (1999)",2592
15506147,"Monster, The (Mostro, Il) (1994)",2593
15509475,Open Your Eyes (Abre los ojos) (1997),2594
15512198,Photographer (Fotoamator) (1998),2595
15519078,SLC Punk! (1998),2596
15522521,Lost & Found (1999),2597
15527068,Pushing Tin (1999),2598
15528110,Election (1999),2599
15529890,eXistenZ (1999),2600
15540405,"Little Bit of Soul, A (1998)",2601
15540614,Mighty Peking Man (a.k.a. Goliathon) (Xing xing wang) (1977),2602
15540766,Nô (1998),2603
15541547,Let it Come Down: The Life of Paul Bowles (1998),2604
15543701,Entrapment (1999),2605
15543900,Idle Hands (1999),2606
15545631,Get Real (1998),2607
15546888,Heaven (1998),2608
15551271,"King of Masks, The (Bian Lian) (1996)",2609
15552213,Three Seasons (1999),2610
15553431,"Winslow Boy, The (1999)",2611
15554580,Mildred Pierce (1945),2612
15560078,Night of the Comet (1984),2613
15561196,Chopping Mall (a.k.a. Killbots) (1986),2614
15562041,My Science Project (1985),2615
15565886,Dick Tracy (1990),2616
15568220,"Mummy, The (1999)",2617
15571429,"Castle, The (1997)",2618
15572965,Mascara (1999),2619
15575050,This Is My Father (1998),2620
15579592,Xiu Xiu: The Sent-Down Girl (Tian yu) (1998),2621
15581075,William Shakespeare's A Midsummer Night's Dream (1999),2622
15582439,Trippin' (1999),2623
15583953,After Life (Wandafuru raifu) (1998),2624
15584807,Black Mask (Hak hap) (1996),2625
15585929,Edge of Seventeen (1998),2626
15587013,Endurance (1999),2627
15589860,Star Wars: Episode I - The Phantom Menace (1999),2628
15591681,"Love Letter, The (1999)",2629
15595665,Besieged (a.k.a. L' Assedio) (1998),2630
15597679,Frogs for Snakes (1998),2631
15598786,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)",2632
15599695,"Mummy, The (1932)",2633
15600145,"Mummy, The (1959)",2634
15601143,"Mummy's Curse, The (1944)",2635
15604574,"Mummy's Ghost, The (1944)",2636
15607807,"Mummy's Hand, The (1940)",2637
15609465,"Mummy's Tomb, The (1942)",2638
15614807,Mommie Dearest (1981),2639
15614885,Superman (1978),2640
15615087,Superman II (1980),2641
15615684,Superman III (1983),2642
15616320,Superman IV: The Quest for Peace (1987),2643
15616632,Dracula (1931),2644
15616998,House of Dracula (1945),2646
15617579,House of Frankenstein (1944),2647
15618806,Frankenstein (1931),2648
15620672,Son of Frankenstein (1939),2649
15638674,"Ghost of Frankenstein, The (1942)",2650
15638989,Frankenstein Meets the Wolf Man (1943),2651
15641727,"Curse of Frankenstein, The (1957)",2652
15641945,Son of Dracula (1943),2653
15644420,"Wolf Man, The (1941)",2654
15645315,Howling II: Your Sister Is a Werewolf (1985),2655
15645552,Tarantula (1955),2656
15646572,"Rocky Horror Picture Show, The (1975)",2657
15647031,"Flying Saucer, The (1950)",2658
15649062,It Came from Hollywood (1982),2659
15650261,"Thing from Another World, The (1951)",2660
15652061,It Came from Outer Space (1953),2661
15652381,"War of the Worlds, The (1953)",2662
15652860,It Came from Beneath the Sea (1955),2663
15655090,Invasion of the Body Snatchers (1956),2664
15656829,Earth vs. the Flying Saucers (1956),2665
15657182,It Conquered the World (1956),2666
15657552,"Mole People, The (1956)",2667
15658096,Swamp Thing (1982),2668
15658316,Pork Chop Hill (1959),2669
15658692,Run Silent Run Deep (1958),2670
15659228,Notting Hill (1999),2671
15660141,"Thirteenth Floor, The (1999)",2672
15661620,Eternity and a Day (Mia aoniotita kai mia mera) (1998),2673
15662379,"Loss of Sexual Innocence, The (1999)",2674
15662407,"Twice Upon a Yesterday (a.k.a. Man with Rain in His Shoes, The) (1998)",2675
15662509,Instinct (1999),2676
15665150,Buena Vista Social Club (1999),2677
15668033,Desert Blue (1999),2678
15669505,Finding North (1998),2679
15670391,Floating (1997),2680
15670753,Free Enterprise (1998),2681
15675878,Limbo (1999),2682
15676618,Austin Powers: The Spy Who Shagged Me (1999),2683
15678677,Promise Her Anything (1999),2684
15679988,"Red Dwarf, The (Nain rouge, Le) (1998)",2685
15683714,"Red Violin, The (Violon rouge, Le) (1998)",2686
15685539,Tarzan (1999),2687
15686996,"General's Daughter, The (1999)",2688
15688337,Get Bruce (1999),2689
15689079,"Ideal Husband, An (1999)",2690
15691131,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)",2691
15693704,Run Lola Run (Lola rennt) (1998),2692
15694058,Trekkies (1997),2693
15695208,Big Daddy (1999),2694
15698382,"Boys, The (1998)",2695
15699912,"Dinner Game, The (Dîner de cons, Le) (1998)",2696
15700153,My Son the Fanatic (1997),2697
15702968,Zone 39 (1997),2698
15706824,Arachnophobia (1990),2699
15708964,"South Park: Bigger, Longer and Uncut (1999)",2700
15713896,Wild Wild West (1999),2701
15716053,Summer of Sam (1999),2702
15716660,Broken Vessels (1998),2703
15717483,"Lovers on the Bridge, The (Amants du Pont-Neuf, Les) (1991)",2704
15721294,"Late August, Early September (Fin août, début septembre) (1998)",2705
15722214,American Pie (1999),2706
15723827,Arlington Road (1999),2707
15727638,"Autumn Tale, An (Conte d'automne) (1998)",2708
15729013,Muppets From Space (1999),2709
15732725,"Blair Witch Project, The (1999)",2710
15734493,My Life So Far (1999),2711
15734717,Eyes Wide Shut (1999),2712
15736825,Lake Placid (1999),2713
15738723,"Wood, The (1999)",2714
15739075,"Velocity of Gary, The (1998)",2715
15739591,Ghostbusters (a.k.a. Ghost Busters) (1984),2716
15740006,Ghostbusters II (1989),2717
15741570,Drop Dead Gorgeous (1999),2718
15743666,"Haunting, The (1999)",2719
15744293,Inspector Gadget (1999),2720
15745248,Trick (1999),2721
15746244,Deep Blue Sea (1999),2722
15747991,Mystery Men (1999),2723
15752068,Runaway Bride (1999),2724
15754031,Twin Falls Idaho (1999),2725
15755295,"Killing, The (1956)",2726
15758255,Killer's Kiss (1955),2727
15758715,Spartacus (1960),2728
15759949,Lolita (1962),2729
15763986,Barry Lyndon (1975),2730
15764017,"400 Blows, The (Les quatre cents coups) (1959)",2731
15764322,Jules and Jim (Jules et Jim) (1961),2732
15764940,Vibes (1988),2733
15765469,"Mosquito Coast, The (1986)",2734
15767983,"Golden Child, The (1986)",2735
15770572,Brighton Beach Memoirs (1986),2736
15773702,Assassination (1987),2737
15777126,Crimes of the Heart (1986),2738
15777893,"Color Purple, The (1985)",2739
15780432,"Kindred, The (1986)",2740
15783684,No Mercy (1986),2741
15783686,Ménage (Tenue de soirée) (1986),2742
15783697,Native Son (1986),2743
15784659,Otello (1986),2744
15786415,"Mission, The (1986)",2745
15789298,Little Shop of Horrors (1986),2746
15790850,"Little Shop of Horrors, The (1960)",2747
15793355,Allan Quatermain and the Lost City of Gold (1987),2748
15793619,"Morning After, The (1986)",2749
15797497,Radio Days (1987),2750
15800212,From the Hip (1987),2751
15801624,Outrageous Fortune (1987),2752
15802882,"Bedroom Window, The (1987)",2753
15803036,Deadtime Stories (1987),2754
15803280,Light of Day (1987),2755
15803581,Wanted: Dead or Alive (1987),2756
15804758,Frances (1982),2757
15806427,Plenty (1985),2758
15807326,Dick (1999),2759
15812242,"Gambler, The (Játékos, A) (1997)",2760
15812492,"Iron Giant, The (1999)",2761
15813008,"Sixth Sense, The (1999)",2762
15813509,"Thomas Crown Affair, The (1999)",2763
15813992,"Thomas Crown Affair, The (1968)",2764
15814098,"Acid House, The (1998)",2765
15815111,"Adventures of Sebastian Cole, The (1998)",2766
15818151,Illuminata (1998),2767
15822309,Stiff Upper Lips (1998),2768
15822586,"Yards, The (2000)",2769
15823479,Bowfinger (1999),2770
15824701,Brokedown Palace (1999),2771
15826095,Detroit Rock City (1999),2772
15828154,Alice and Martin (Alice et Martin) (1998),2773
15829598,Better Than Chocolate (1999),2774
15829788,Head On (1998),2775
15830726,"Marcello Mastroianni: I Remember Yes, I Remember (Marcello Mastroianni: mi ricordo, sì, io mi ricordo) (1997)",2776
15831660,Cobra (1925),2777
15832068,Never Talk to Strangers (1995),2778
15836033,Heaven Can Wait (1978),2779
15837302,"Raven, The (1963)",2780
15838563,"Tingler, The (1959)",2781
15839683,"Pit and the Pendulum, The (1961)",2782
15840765,"Tomb of Ligeia, The (1965)",2783
15844365,"Masque of the Red Death, The (1964)",2784
15845090,Tales of Terror (1962),2785
15845937,Haunted Honeymoon (1986),2786
15846079,Cat's Eye (1985),2787
15847109,Monty Python's And Now for Something Completely Different (1971),2788
15847120,Damien: Omen II (1978),2789
15847204,"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)",2790
15848007,Airplane! (1980),2791
15848603,Airplane II: The Sequel (1982),2792
15849582,"American Werewolf in Paris, An (1997)",2793
15855363,European Vacation (aka National Lampoon's European Vacation) (1985),2794
15855909,National Lampoon's Vacation (1983),2795
15857405,Funny Farm (1988),2796
15857496,Big (1988),2797
15857537,Problem Child (1990),2798
15862801,Problem Child 2 (1991),2799
15862862,Little Nemo: Adventures in Slumberland (1992),2800
15868149,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),2801
15868298,Tequila Sunrise (1988),2802
15873927,"Pelican Brief, The (1993)",2803
15876093,"Christmas Story, A (1983)",2804
15876580,Mickey Blue Eyes (1999),2805
15876662,Teaching Mrs. Tingle (1999),2806
15876697,Universal Soldier: The Return (1999),2807
15876902,Universal Soldier (1992),2808
15877621,Love Stinks (1999),2809
15878185,Perfect Blue (1997),2810
15879159,With Friends Like These... (1998),2811
15879677,In Too Deep (1999),2812
15880374,"Source, The (1999)",2813
15882070,"Bat, The (1959)",2814
